ID	index	answer	text	label
987	204	Prone position treatment	What type of treatment should patients with high risk factors be treated in a standardized prone position for a minimum of 12 hours per day?	1
988	205	12 hours per day	How long should patients with high risk factors for severe disease and rapid progression be treated in a standardized prone position?	1
989	206	Psychological intervention	What type of intervention should patients receive psychological support and medication if necessary?	1
990	207	"psychological support and, if necessary, medication"	What should patients receive if necessary?	1
991	208	Heavy and critical support	What type of treatment should be given to patients with PaO2/FiO2 below 300 mmHg?	1
992	209	"active prevention and treatment of complications, treatment of underlying diseases, prevention of secondary infections, and timely organ function support"	What are the treatment principles based on?	1
993	210	Respiratory support	What type of support should be given immediately to all heavy patients with PaO2/FiO2 below 300 mmHg?	1
994	211	Nasal cannula or mask oxygenation	What type of therapy should be given immediately to all heavy patients with PaO2/FiO2 below 300 mmHg?	1
995	212	nasal high-flow oxygen therapy	What type of therapy should patients use after receiving oxygen by nasal cannula or mask?	1
996	213	transnasal high-flow oxygen therapy	What type of therapy should patients with PaO2/FiO2 below 200 mmHg be given?	1
997	214	12 hours per day	What is the duration of prone treatment?	1
998	215	HFNC or NIV	What type of therapy does some patients have a high risk of failure with?	1
999	216	1-2 hours	How long does hypoxemia last?	1
1000	217	tracheal intubation and invasive mechanical ventilation	What should be considered in patients with PaO2/FiO2 below 150 mmHg?	1
1001	218	tracheal intubation and invasive mechanical ventilation	What should be considered as an indication for?	1
1002	219	delayed tracheal intubation	What can be more harmful than tracheal intubation?	1
1003	220	Early and appropriate invasive mechanical ventilation	What is an important treatment tool for critically ill patients?	1
1004	221	lung-protective mechanical ventilation	What is an important treatment tool for critically ill patients?	1
1005	222	pulmonary resuscitation	What may be used in patients with moderate to severe acute respiratory distress syndrome or with invasive mechanical ventilation with FiO2 above 50%?	1
1006	223	novel coronavirus pneumonia	What type of pneumonia has poor pulmonary retensionability?	1
1007	224	active heated humidifiers	What is recommended to improve airway humidification?	1
1008	225	sputum drainage and pulmonary rehabilitation	What do passive and active activities promote?	1
1009	226	Extracorporeal membrane pulmonary oxygenation	What is ECMO?	1
1010	227	3 hours	How long is the 1 PaO2/FiO2 50 mmHg?	1
1011	228	6 hours	How long is a PaO2/FiO2 80mmHg?	1
1012	229	60 mmHg	What is a PaCO2 for more than 6 hours and respiratory rate > 35 breaths/min?	1
1013	230	30 cmH2O	What is the plateau pressure at respiratory rate > 35 breaths/min?	1
1014	231	ECMO	What type of treatment should be initiated as early as possible in critically ill patients?	1
1015	232	ECMO mode selection	What is the most common mode when only respiratory support is required?	1
1016	233	veno-arterial ECMO (VA-ECMO)	What is used when both respiratory and circulatory support is required?	1
1017	234	strict lung-protective pulmonary ventilation	What strategy is implemented after ECMO?	1
1018	235	solidity in the gravity-dependent areas of both lungs	What do patients who have difficulty maintaining oxygenation or have strong inspiratory effort have?	1
1019	236	hypoxia	Children with cardiopulmonary compensatory capacity are more sensitive to what?	1
1020	237	vasoactive drugs	What should critical patients be treated with on the basis of adequate fluid resuscitation?	1
1021	238	hemodynamic monitoring	What should be performed if necessary?	1
1022	239	acute kidney injury	Critically ill patients may have a combination of what?	1
1023	240	"maintaining water, electrolyte, acid-base balance"	What should be done while correcting the etiology?	1
1024	241	Pulmonary edema or water overload	What are diuretics ineffective?	1
1025	242	multidisciplinary cooperation	What is the principle of multisystemic inflammatory syndrome in children?	1
1026	243	intravenous gammaglobulin	What is a combination of IVIG and methylprednisolone 12mg/kg/day?	1
1027	244	cesarean delivery	What is the first choice for patients with severe or critical pregnancies?	1
1028	245	intestinal microecological	What can intestinal microecological regulators be used to maintain?	1
1029	246	Chinese medicine treatment	What is the name of the treatment that can be used for children with severe or critical pregnancies?	1
1030	247	epidemic hostility	What is the cause of the disease?	1
1031	248	under the guidance of a physician	"If the dose is over the pharmacopoeia, it should be used what?"	1
1032	249	1	How many times is the dose of epidemic hostility in Chinese medicine?	1
1033	250	gastrointestinal discomfort	What type of discomfort does Huo Xiang Zheng Qi Capsules have?	1
1034	251	"Clear Lung Detox Soup, Clear Lung Detox Granules"	What is the name of the clinical treatment period?	1
1035	252	"Ephedra 9g, roasted licorice 6g, almonds 9g, raw gypsum 15 30g"	What is the basic formula for the first decoction?	1
1036	253	once in the morning and once in the evening	What is one payment per day?	1
1037	254	three	How many doses are taken for one course of treatment?	1
1038	255	rice soup	What can be added to a bowl after each dose?	1
1039	256	small	What should the dosage of raw gypsum be if the patient does not have fever?	1
1040	257	second course of treatment	What is recommended for patients with fever or strong fever?	1
1041	258	the second course of treatment	What can be modified according to the actual situation?	1
1042	259	2	How many sachets do patients take with boiling water?	1
1043	260	36 days	How long is the course of treatment?	1
1044	261	2.2 Lightweight	What is the weight of cold and dampness in the lung?	1
1045	262	"pale, fat and toothed or light red"	What is the tongue of the patient?	1
1046	263	cold and damp	What is the recommended prescription for cold-damp epidemic formula?	1
1047	264	600ml	What is the dose daily in water?	1
1048	265	cold-damp epidemic formula	What is also suitable for patients with the common type?	1
1049	266	Damp heat	What does the cold-damp epidemic formula do in the lungs?	1
1050	267	dry cough	What type of cough does little sputum cause?	1
1051	268	light red	What color does the tongue have?	1
1052	269	10g	What is the recommended prescription for Betel nut?	1
1053	270	400ml	How much water does Lianhua Qingxian capsule contain?	1
1054	271	"12 sachets once, 3 times a day"	How many sachets does Jinhua Qingxian granules take with boiling water?	1
1055	272	57 days	How long is the course of treatment for Lianhua Qingxian granules?	1
1056	273	Lianhua Qingfei Granules	What is the name of the Chinese patent medicine?	1
1057	274	"1 sachet once, 3 times a day"	How many sachets does Lianhua Qingfei Granules take?	1
1058	275	710 days	How long does the course of treatment take?	1
1059	276	Take orally	How to take Lianhua Qingfei Capsules?	1
1060	277	4	How many capsules does Lianhua Qingfei capsules take once a day?	1
1061	278	"Hegu, Houxi, Yinlingquan, Taixi, Lung Yu, and Spleen Yu"	What are the Acupuncture points recommended for treatment?	1
1062	279	30 minutes	How long is the acupuncture retained?	1
1063	280	2.3 General type	What is the name of the type of acupuncture in the lung?	1
1064	281	dark red	What color does the tongue have?	1
1065	282	Xuanlung and Poison Elimination Formula	What is the recommended prescription for Lianhua Qingxian granules?	1
1066	283	400ml	How much water does Xuanlung Defeat Poison Granules take daily?	1
1067	284	"1 sachet with boiling water, 2 times a day"	What does Xuanlung Defeat Poison Granules Dosage take?	1
1068	285	714 days	How long is the duration of treatment?	1
1069	286	light or light red	What is the tongue of the Chinese patent medicine?	1
1070	287	10g	What is the recommended prescription for Atractylodes macrocephala 15g?	1
1071	288	400ml	What is the dose daily in water?	1
1072	289	dry	What type of ness does Epidemic and poison have?	1
1073	290	Xuan	What is the recommended prescription for lung moistening and detoxifying formula?	1
1074	291	15g	What is Mai Dong?	1
1075	292	400ml	How much water does a dose of Lianhua Qingxian granules contain?	1
1076	293	"12 sachets once, 3 times a day"	How many sachets does Jinhua Qingxian granules take with boiling water?	1
1077	294	57 days	How long is the course of treatment for Lianhua Qingxian granules?	1
1078	295	orally	How do Lianhua Qingfei Granules take?	1
1079	296	"1 sachet once, 3 times a day"	How many sachets do Lianhua Qingfei Granules take?	1
1080	297	710 days	How long does the course of treatment take?	1
1081	298	Take orally	How to take Lianhua Qingfei Capsules?	1
1082	299	4	"How many capsules does Lianhua Qingfei Capsules take once, 3 times a day?"	1
1083	300	"Neiguan, Kong most, Quchi, Qihai, Yinlingquan, and Zhonggui"	What are the recommended acupuncture points for acupuncture treatment?	1
1084	301	30 minutes	How long is the acupuncture retained?	1
1085	302	yellow and greasy	What is the coating of the tongue red?	1
1086	303	Dampness and Detoxification	What is the recommended prescription for Lianhua Qingxian granules?	1
1087	304	12	How many doses per day are there?	1
1088	305	2	How many sachets do you take with boiling water?	1
1089	306	reddish	What color does the tongue have?	1
1090	307	12g of bamboo leaf	How much bamboo leaf does Sheng Yu use?	1
1091	308	100ml200ml	What is the next dose of gypsum?	1
1092	309	"Phlegm Fever Clear Injection, Phlegm Fever Clear Injection and Awakening Brain Jing Injection"	"What drugs can be used in combination with Xiyamping injection, Hemopride injection, Heat poisoning injection?"	1
1093	310	one	How many drugs can be selected according to individual situation?	1
1094	311	Chinese medicine	What type of injections can be used in combination with Chinese medicine tonics?	1
1095	312	acupuncture	What is one of the recommended points for acupuncture treatment?	1
1096	313	35	How many acupuncture points are selected each time?	1
1097	314	"dyspnea, shortness of breath or need for mechanical ventilation"	What are the clinical manifestations of internal closure and external detachment evidence?	1
1098	315	Suhe Xiang Pill or Angong Niuhuang Pill	What does Cornus officinalis take?	1
1099	316	sedative and inotropic agents	"In case of human-machine dyssynchrony, raw rhubarb 510g and mannitol 510g can be"	1
1100	317	Chinese patent medicines	"What are Blood Bijou Injection, Heat Poisoning Injection, Phlegm Heat Qing Injection, Awakening Brain J"	1
1101	318	two	How many drugs can be used in combination according to clinical symptoms?	1
1102	319	Chinese medicine tonics	What can Chinese medicine injections be used in combination with?	1
1103	320	starting with small doses and gradually adjusting them according to the drug instructions	What is the recommended use of Chinese medicine injections?	1
1104	321	0.90%	How much sodium chloride injection 250ml plus Xiyampin injection lOOmg twice a day?	1
1105	322	twice a day	How often is high fever with impaired consciousness?	1
1106	323	100ml	What is the blood purity injection twice a day?	1
1107	324	250ml of glucose injection	What is the dose of ginseng and wheat injection?	1
1108	325	2060ml of raw vein injection	What is the dose of ginseng and wheat injection?	1
1109	326	"Tai Xi, Tan Zhong, Guan Yuan, Bai Hui, Su San Li and Su Xiao"	What are the recommended acupuncture points?	1
1110	327	30 minutes	How long does acupuncture last?	1
1111	328	2.6	What is the recovery period of Lung and spleen qi deficiency?	1
1112	329	pale and fat	What is the tongue of the spleen qi deficiency?	1
1113	330	Fructus Semen	What is the recommended prescription for Pericarpium Citri Reticulatae?	1
1114	331	na	"What is the name of a clinical manifestation of weakness, shortness of breath, dry mouth, thirst, palpitations, sweating?"	1
1115	332	Dry tongue	"What type of tongue has little fluid, thin or weak pulse?"	1
1116	333	10g	What is the recommended prescription of North and South Salvia?	1
1117	334	1	How many doses per day does acupuncture take?	1
1118	335	Foot San Li	What is the name of the recommended acupuncture point for acupuncture treatment?	1
1119	336	30 minutes	How long does the needles stay for?	1
1120	337	40	How many minutes does Kong Shen take each time?	1
1121	338	3	What is the number of acupuncture points for children?	1
1122	339	TCM treatment plan	What type of treatment should be based on for adults?	1
1123	340	adult TCM treatment plan	What is the treatment based on?	1
1124	341	Early recovery	What type of treatment is based on the adult TCM treatment plan?	1
1125	342	XII	What is the term for acupuncture treatment?	1
1126	343	Nursing	What is the name of the acupuncture treatment for critically ill patients?	1
1127	344	vital signs and state of consciousness	What were closely observed in critically ill patients?	1
1128	345	24-hour continuous ECG monitoring	What is performed in critically ill patients?	1
1129	346	every 4 hours	"How many hours are Respiratory rate, blood pressure, oxygen saturation, and temperature measured?"	1
1130	347	intravenous access	What is a good way to keep lines open and properly fixed?	1
1131	348	ECMO	What type of treatment should the patient be given proper care for?	1
1132	349	misaspiration	What do patients with invasive mechanical ventilation prevent?	1
1133	350	psychological	What status of awake patients was assessed in a timely manner?	1
1134	351	XIII	What is the term for acupuncture treatment?	1
1135	352	discharge criteria and precautions	"What are the XIII. Discharge management, discharge management, and discharge management?"	1
1136	353	isolation management standards	What is the release of?	1
1137	354	Discharge criteria	What is the body temperature return to normal for more than 3 days?	1
1138	355	the body temperature returns to normal for more than 3 days	What does discharge criteria mean?	1
1139	356	significant improvement in respiratory symptoms	What does the body temperature return to normal for more than 3 days?	1
1140	357	lung imaging	What shows significant improvement in acute exudative lesions?	1
1141	358	discharged	What can a person who meets the above conditions be able to be discharged from isolation management?	1
1142	359	isolation management	What is discharged from?	1
1143	360	7 days	How long after discharge or discharge will continue home health monitoring?	1
1144	361	Principles of transit	What is XIV.?	1
1145	362	Joint Prevention and Control Mechanism for Response to the New Coronavirus Pneumonia Outbreak	What is the work plan for the transfer of people infected with the new coronavirus?	1
1146	363	Technical Guidelines for Prevention and Control of Novel Coronavirus Infections in Medical Institutions	What is the third edition of the new coronavirus?	1
1147	364	XVI	What is the name of the new coronavirus?	1
1148	365	Novel coronavirus vaccination	What is the name of the prevention of novel coronavirus?	1
1149	366	Novel coronavirus vaccination	What can reduce the incidence of novel coronavirus infection and disease?	1
1150	367	booster vaccination	Who should receive booster vaccination in a timely manner?	1
1151	368	general preventive measures	What should be done to prevent overexertion?	1
1152	369	one meter line	What do hygienic habits and lifestyles include?	1
1153	370	Keep the room well ventilated	Do your personal protection scientifically?	1
1154	371	fever clinic	Where should you seek medical attention if you develop respiratory symptoms?	1
1155	372	novel coronavirus nucleic acid	What should people who have recently been to high-risk areas be proactively tested for?	1
1156	1	"Italy, France and the United States"	Where did medical and environmental analyses of severe acute respiratory syndrome coronavirus 2 occur?	2
1157	2	unconfirmed	What did the World Health Organization report say the findings are?	2
1158	3	World Health Organization	Who urged further investigation of potential early events?	2
1159	4	19A	What was the name of the first pandemic strain of Newcastle pneumonia?	2
1160	5	1-Dec-19	On what date did post hoc epidemiological investigations point to the earliest known cases of Newcastle pneumonia?	2
1161	6	Wuhan City Ufologic Hospital	What hospital saw a 69-year-old trader at the Wuhan City Huainan Seafood Market?	2
1162	7	Wuhan Jinyintan Hospital	Where did the local CDC concentrate patients?	2
1163	8	Guangzhou Weifang Genetics	Who sent the alveolar lavage fluid samples to?	2
1164	9	Guangzhou Micro Far Genetics	Who was the first known external laboratory to perform preliminary analysis of the novel coronavirus pathogen?	2
1165	10	Dr. Jixian Zhang	Who first identified the SARS coronavirus in the Department of Respiratory and Critical Care Medicine?	2
1166	11	3-May-20	"On what date was a paper titled ""New coronavirus has spread in France at the end of December 2019"" published?"	2
1167	12	14	"How many intensive care unit cases of influenza illness were selected between Dec. 2, 2019 and Jan. 16, 2020?"	2
1168	13	France	Where did severe acute respiratory syndrome coronavirus 2 spread?	2
1169	14	Guangzhou Micro Far Genetics	Who assembled a genome sequence of the unknown virus?	2
1170	15	Bat SARS-like coronavirus	What is BSCV?	2
1171	16	Jan. 11	When did the Chinese Academy of Medical Sciences submit the data to the Global Influenza Data Sharing Initiative website?	2
1172	17	two	"How many documents did the Wuhan Health and Health Commission issue on December 30, 2019?"	2
1173	18	the Internet	On what internet did the document flow out of the health care system in the evening?	2
1174	19	"Li Wenliang, Liu Wen, and Xielinka"	Who disclosed the news related to the outbreak?	2
1175	20	Beijing Boao Medical Laboratory	Where did the Wuhan Central Hospital send a sample to?	2
1176	21	SARS coronavirus (SARS coronavirus)	What was the name of the test report sent back to Wuhan Central Hospital?	2
1177	22	17:48	When was the test report sent to Wuhan Central Hospital?	2
1178	23	31-Dec-19	On what date did the Wuhan CDC confirm that the document was true?	2
1179	24	27	How many cases of SARS were identified in the Information Bulletin of the Wuhan Health and Health Commission on the Current Pneumonia Epidemic	2
1180	25	the WHO office in China and the government of the People's Republic of China	Who indicated that they had informed WHO headquarters of the situation on the same day?	2
1181	26	WHO International Health Regulations Contact Window	Who sent an email to requesting further information on the outbreak of atypical pneumonia?	2
1182	27	WHO International Health Regulations Contact Window	Who sent the email to requesting further information on the outbreak of atypical pneumonia?	2
1183	28	27	How many cases of pneumonia were found in Wuhan?	2
1184	29	fever	What are the main symptoms of SARS?	2
1185	30	Taiwan	What country began to direct flights from Wuhan to Taiwan for the entry quarantine?	2
1186	31	"January 12, 2020 to February 29, 2020"	When was the global spread of SARS?	2
1187	32	Fudan University	What university was Yongzhen Zhang's team at?	2
1188	33	Level II	"What type of emergency response was activated on January 6, 2020?"	2
1189	34	Xi Jinping	Who presided over the Standing Committee of the Political Bureau of the CPC Central Committee?	2
1190	35	"the ""Wuhan Viral Pneumonia Pathogenic Test Results Preliminary Assessment Panel"""	Who officially declared the virus as a novel coronavirus?	2
1191	36	Level 1	"What did the CDC switch to on January 15, 2020?"	2
1192	37	2200 hours	When did the Wuhan Municipal Health Commission declare that confirmed cases were found among close contacts of confirmed cases?	2
1193	38	10:00 a.m.	When was all traffic in and out of Wuhan banned?	2
1194	39	population involved	What is the largest quarantine event in human history?	2
1195	40	20-Feb	In what year did the Wuhan Municipal Health Commission map the changing distribution of cases in mainland China?	2
1196	41	156	How many secondary administrative regions are there?	2
1197	42	"Yokohama, Japan"	Where was the Diamond Princess located?	2
1198	43	"the Japanese Ministry of Health, Labour and Welfare"	Who quarantined the personnel on board in their cabins for 14 days before the outbreak?	2
1199	44	6	How many people died after disembarking?	2
1200	45	"17,205"	"How many confirmed cases were reported in China on February 2, 2020?"	2
1201	46	4-Feb-20	On what date did Hong Kong report its first case of 2019 coronavirus disease death?	2
1202	47	Philippines	Where was the first case of 2019 coronavirus disease death reported?	2
1203	48	Hubei Province	What province changed the number of clinically diagnosed cases?	2
1204	49	"Daegu, South Korea"	Where did a large-scale cluster of infections occur in mid-February 2020?	2
1205	50	18-Feb-20	"When did the first confirmed case of Shintiandi Church member ""Patient No. 31"" appear?"	2
1206	51	Moon Jae-in	Who was the President of the Republic of Korea?	2
1207	52	blockade measures	What did the President of the Republic of Korea raise the outbreak alert to the highest level?	2
1208	53	14-Feb-20	When was the first case of 2019 coronavirus disease death reported in Japan?	2
1209	54	Taiwan	Where was the first fatal case of 2019 coronavirus disease reported?	2
1210	55	Iran	Where was the first case of 2019 coronavirus disease death reported?	2
1211	56	South Korea	Where was the first case of 2019 coronavirus disease death reported?	2
1212	57	several provinces and cities in mainland China were free of new confirmed cases for many days	How many provinces and cities in mainland China were free of new confirmed cases in late February 2020?	2
1213	58	Italy	Where was the first case of 2019 coronavirus disease death reported?	2
1214	59	France	Where was the first case of 2019 coronavirus disease death reported?	2
1215	60	Geneva	Where did Tan Desai say the number of new cases outside of China exceeded that of China for the first time on February 25?	2
1216	61	humans	Who has spread the outbreak to all continents?	2
1217	62	Shinzo Abe	"Who made a request to suspend classes at elementary, junior high and high schools nationwide?"	2
1218	63	2-Mar-20	"When will public elementary, junior high and high schools be temporarily closed for the holiday until the end of spring break?"	2
1219	64	15-Mar-20	When does the WHO suspend all major events and public performances until?	2
1220	65	World Health Organization (WHO) Director General Ted Tam	"Who announced that the global risk level for the outbreak had been raised from ""high"" to ""very high""?"	2
1221	66	United States	Where is the first death from 2019 coronavirus disease reported?	2
1222	67	22-Feb-20	On what date was the outbreak of coronavirus in Iraq?	2
1223	68	37	"How many countries and regions did Kada, Luxembourg, Ireland, Ecuador have?"	2
1224	69	20-Mar	When was the distribution of confirmed cases in Europe?	2
1225	70	"10,000"	How many confirmed cases exist in the region?	2
1226	71	Newcastle	What was the second pandemic strain of?	2
1227	72	1-Mar-20	"On what date were the first confirmed cases of 2019 coronavirus disease reported in Armenia, the Czech Republic, and Dominica?"	2
1228	73	"Thailand, Australia"	Where were the first confirmed cases of 2019 coronavirus disease reported?	2
1229	74	3-Mar-20	"On what date were the first confirmed cases of 2019 coronavirus disease reported in Argentina, Chile, Liechtenstein, and Ukraine?"	2
1230	75	Iraq	Where was the first confirmed case of 2019 coronavirus disease reported?	2
1231	76	Italy	Where did the outbreak spread rapidly?	2
1232	77	pharmacies and supermarkets	What stores did the Italian government shut down?	2
1233	78	"2,036"	"How many confirmed cases of 2019 coronavirus disease were reported in Italy as of March 3, 2020?"	2
1234	79	"Hungary, Poland and Slovenia"	Where were the first confirmed cases of 2019 coronavirus disease reported?	2
1235	80	Shinzo Abe	Who announced that all passengers entering Japan from China and South Korea will be sent to a designated quarantine facility for 14 days?	2
1236	81	"Bosnia and Herzegovina, Palestine and South Africa"	Where were the first confirmed cases of 2019 coronavirus disease reported?	2
1237	82	5-Mar-20	When was the first case of 2019 coronavirus disease reported?	2
1238	83	Netherlands	Where was the first case of 2019 coronavirus disease reported?	2
1239	84	"Maldives, Malta, Moldova, and Paraguay"	Where were the first confirmed cases of 2019 coronavirus disease reported?	2
1240	85	Argentina	Where was the first case of 2019 coronavirus disease reported?	2
1241	86	"Albania, Bangladesh, and Bulgaria"	Which countries reported the first confirmed cases of 2019 coronavirus disease?	2
1242	87	Spain and Egypt	Where was the first confirmed case of 2019 coronavirus disease reported?	2
1243	88	"Brunei, Cyprus and Panama"	Which countries reported the first confirmed cases of 2019 coronavirus disease?	2
1244	89	"Lebanon, Germany, and Canada"	Where were the first confirmed cases of 2019 coronavirus disease reported?	2
1245	90	10-Mar-20	When did Italy extend its blockade quarantine measures to the entire country?	2
1246	91	Antonio Conte	Who was the President of the Italian Council of Ministers?	2
1247	92	"Bolivia, Burkina Faso, Democratic Republic of the Congo, Jamaica, Mongolia, Northern Cyprus and Turkey"	Where were the first confirmed cases of 2019 coronavirus disease reported?	2
1248	93	"Belgium, Morocco"	Where was the first case of 2019 coronavirus disease reported?	2
1249	94	30	How many days was the moratorium on all travel from Europe to the United States?	2
1250	95	entry list	What is the ban on all travel from Europe to the United States?	2
1251	96	St. Vincent and the Grenadines and Trinidad and Tobago	Which countries reported the first confirmed cases of 2019 coronavirus disease?	2
1252	97	"Indonesia, Bulgaria, Albania, Sweden, Ireland, Panama, and Guyana"	Which countries reported the first confirmed cases of 2019 coronavirus disease?	2
1253	98	Mi Feng	Who was the spokesperson of the National Health and Wellness Commission of the People's Republic of China?	2
1254	99	low level	What is the highest level of the epidemic in mainland China?	2
1255	100	St. Vincent and the Grenadines and Trinidad and Tobago	Which countries reported the first confirmed cases of 2019 coronavirus disease?	2
1256	101	"India, Azerbaijan, Greece, Norway, Denmark, Poland, Liechtenstein, Austria, Algeria, and Sudan"	Which countries reported the first confirmed cases of 2019 coronavirus disease?	2
1257	102	123	How many countries have reported COVID-19 to WHO?	2
1258	103	Europe	What country has become the epicenter of the pandemic plague?	2
1259	104	"Denmark, Poland, Spain, Latvia, the Czech Republic, Hungary, Argentina, Ecuador, the Philippines and the United States"	Which countries declared states of emergency in the previous week?	2
1260	105	"Slovenia, Ukraine, and Ecuador"	Where were the first confirmed cases of 2019 coronavirus disease reported?	2
1261	106	Jos�?S谩nchez	"Who announced a nationwide ""city closure"" for 15 days to contain the Newcastle pneumonia outbreak?"	2
1262	107	"all public places except supermarkets, pharmacies, barber stores and other essential products and services were closed"	What were the first confirmed cases of 2019 coronavirus disease?	2
1263	108	online classes	What did schools nationwide replace with?	2
1264	109	Portuguese Prime Minister Costa	Who announced that schools would be closed on the same day?	2
1265	110	1.6 million	How many students will be affected by this initiative?	2
1266	111	Poland would close its borders for 10 days	What did the Polish Prime Minister Morawiecki say would allow only domestic lines to continue to operate in terms of rail and air traffic?	2
1267	112	"Congo, Equatorial Guinea, Swaziland, Mauritania, Namibia, Rwanda and Seychelles"	Which countries reported the first confirmed cases of 2019 coronavirus disease?	2
1268	113	Lithuania	"Which country bans all foreigners from entering the country on March 15, 2020?"	2
1269	114	"Bahamas, Guam and Uzbekistan"	Where were the first confirmed cases of 2019 coronavirus disease reported?	2
1270	115	15-Mar-20	When was the first confirmed cases of 2019 coronavirus disease reported?	2
1271	116	8:00 AM	"When will Germany close its borders with France, Austria and Switzerland?"	2
1272	117	the Czech government	"Who announced a total ban on the movement of people on March 16, 2020?"	2
1273	118	Latveria and Estonia	Which countries have taken measures to restrict the movement of people?	2
1274	119	the closure of the country's borders with Poland and Norway	What did the Russian government announce?	2
1275	120	20	How many countries cancelled civil and shipping traffic?	2
1276	121	"Benin, Greenland, Liberia, Somalia and Tanzania"	Where were the first confirmed cases of 2019 coronavirus disease reported?	2
1277	122	"Bahrain, Portugal, Colombia, and Dominica"	Where were the first confirmed cases of 2019 coronavirus disease reported?	2
1278	123	mid-March 2020	"When did Libya, El Salvador, South Africa, Serbia, Slovakia, Lebanon, Panama, and Kazakhstan declare states of emergency?"	2
1279	124	17-Mar-20	"When did Barbados, Gambia and Montenegro report the first confirmed cases of 2019 coronavirus disease?"	2
1280	125	17-Mar-20	When did Iceland report first 2019 coronavirus disease deaths?	2
1281	126	18-Mar-20	On what date did Malaysia report the first case of 2019 coronavirus disease death?	2
1282	127	"Angola, Chad, Fiji, and Niger"	Where were the first confirmed cases of 2019 coronavirus disease reported?	2
1283	128	Italy	Which country surpasses China in 2019 coronavirus disease deaths?	2
1284	129	"Cape Verde, Timor-Leste, Madagascar, Papua New Guinea, Uganda, and Zimbabwe"	Where were the first confirmed cases of 2019 coronavirus disease reported?	2
1285	130	20-Mar-20	"On what date did Israel, Serbia, Lithuania, Gabon, Mauritius, Jamaica, and Paraguay report the first case of 2019 cor"	2
1286	131	Eritrea and along the Dniester River	Where was the first confirmed case of 2019 coronavirus disease reported?	2
1287	132	"Singapore, AL, Cyprus, Finland, Bosnia and Herzegovina, Ghana, Puerto Rico, and Chile"	Which countries reported the first case of 2019 coronavirus disease death?	2
1288	133	22-Mar-20	"On what date were the first confirmed cases of 2019 coronavirus disease reported in Dominica, Grenada, Mozambique, and Syria?"	2
1289	134	"Afghanistan, Romania, North Macedonia, the Czech Republic, and the Democratic Republic of Congo"	Which countries reported the first case of 2019 coronavirus disease death?	2
1290	135	Tandse	Who warned of an accelerating trend in the spread of the New Crest Pneumonia pandemic?	2
1291	136	11 days	How many days did the New Crest Pneumonia pandemic take?	2
1292	137	Chinese Premier Li Keqiang	Who is the head of the central response team to the New Crest Pneumonia epidemic?	2
1293	138	Belize and Myanmar	Which countries reported the first confirmed cases of 2019 coronavirus disease?	2
1294	139	Zimbabwe	Where was the first case of 2019 coronavirus disease reported?	2
1295	140	Laos and Libya	Where were the first confirmed cases of 2019 coronavirus disease reported?	2
1296	141	"Saudi Arabia, Niger, Cape Verde"	Where was the first confirmed case of 2019 coronavirus disease reported?	2
1297	142	"Guinea-Bissau, Mali, and St. Kitts and Nevis"	Where were the first confirmed cases of 2019 coronavirus disease reported?	2
1298	143	"Switzerland, Estonia"	Where was the first confirmed case of 2019 coronavirus disease reported?	2
1299	144	China	What country has the number of confirmed coronavirus disease diagnoses in the United States in 2019?	2
1300	145	"Russia, Kazakhstan, Armenia, Nigeria, Kenya, Honduras, Nicaragua, and Venezuela"	Who reported the first case of 2019 coronavirus disease death?	2
1301	146	"Uzbekistan, Togo, and South Africa"	Where was the first confirmed case of 2019 coronavirus disease reported?	2
1302	147	"Jordan, Qatar, Mali, and Uruguay"	Where was the first case of 2019 coronavirus disease death reported?	2
1303	148	29-Mar-20	"On what date did Sri Lanka, Syria, C么te d'Ivoire, Cameroon, Angola, Bolivia, and New"	2
1304	149	"Slovakia, Mauritania"	Where was the first case of 2019 coronavirus disease reported?	2
1305	150	31-Mar-20	On what date were the first cases of 2019 coronavirus disease reported?	2
1306	151	Botswana	Where was the first confirmed case of 2019 coronavirus disease reported?	2
1307	152	"Burundi, Donetsk, Luhansk, Sierra Leone, and Somaliland"	Where were the first confirmed cases of 2019 coronavirus disease reported?	2
1308	153	Desai Tan	Who expressed deep concern about the rapid escalation of infections and their global spread?	2
1309	154	exponentially	How has the number of new cases increased in the past five weeks?	2
1310	155	doubled	How much has the number of deaths increased in the past week?	2
1311	156	one million	How many confirmed cases of 2019 coronavirus disease will be reported in the next few days?	2
1312	157	COVID-19	"What could have serious social, economic and political consequences for these regions?"	2
1313	158	"Oman, Botswana"	Where was the first case of 2019 coronavirus disease reported?	2
1314	159	more than one million	"How many new cases of coronary pneumonia were reported on April 2, 2020?"	2
1315	160	2-Apr-20	"When did the Russian government extend the paid non-working week until April 30, 2020?"	2
1316	161	Thirty	"How many U.S. states have been approved to declare a ""state of major disaster""?"	2
1317	162	Malawi	Which country reported the first confirmed case of 2019 coronavirus disease?	2
1318	163	"Kyrgyzstan, Libya, Senegal, and Zambia"	Where were the first cases of 2019 coronavirus disease reported?	2
1319	164	3-Apr-20	On what date did the State Council of the People's Republic of China issue a proclamation?	2
1320	165	half mourning	At what time will the nation and embassies and consulates mourn?	2
1321	166	three minutes	How many minutes of silence will the nation observe in 2020?	2
1322	167	gray	What color did most TV channels turn their station emblems to?	2
1323	168	"300,000"	What was the number of confirmed cases in the United States?	2
1324	169	"Georgia, Liberia"	Where was the first case of 2019 coronavirus disease reported?	2
